codigo;descripcion;uni_med;cantidad;valor;codigo_cliente;cuidad
2 9000520;FINALIN FORTE X 50;UNI;1;11,39;15636;PORTOVIEJO
2 9000522;MENTOL CHINO 10 GR.;UNI;60;31,45;15636;PORTOVIEJO
2 9000540;UMBRAL 500MG X 10;UNI;6;10,8;15636;PORTOVIEJO
2 9000549;SAL ANDREWS X 1 SOBRES;UNI;24;3,94;15636;PORTOVIEJO
1 0080005;PASTA COLGATE TRIPLE ACCION 60ML;UNI;6;4,68;15637;PORTOVIEJO
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;12;2,21;15637;PORTOVIEJO
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;16;2;15637;PORTOVIEJO
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;36;216;15637;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;24;6,53;15637;PORTOVIEJO
2 1090120;ANALGAN 1 GR. X 20;UNI;1;4,56;15637;PORTOVIEJO
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;1;2,25;15637;PORTOVIEJO
2 9000488;KETOROLACO 10MG. X 10 TAB.**************;UNI;10;7,1;15637;PORTOVIEJO
2 9000502;FEMEN 200MG. X 5 CAP.;UNI;6;8,58;15637;PORTOVIEJO
2 9000507;CATAFLAN DD. 50MG.X 12 TAB.;UNI;1;5,33;15637;PORTOVIEJO
2 9000517;ALKA SELTZER BOOST TBA X 10;UNI;2;4,78;15637;PORTOVIEJO
2 9000530;ALERCET 10MG. X 10 TAB.;UNI;1;2,78;15637;PORTOVIEJO
2 9000532;MIGRADORIXINA X 10 COMPRIMIDOS;UNI;2;10,36;15637;PORTOVIEJO
2 9000538;BUPREX MIGRA X 20;UNI;1;9;15637;PORTOVIEJO
2 9000549;SAL ANDREWS X 1 SOBRES;UNI;60;9,84;15637;PORTOVIEJO
2 9000558;KUFER Q FORTE CAP. X 30;UNI;1;8,7;15637;PORTOVIEJO
2 9000559;OMEPRALIV 20MG. X 10;UNI;10;9;15637;PORTOVIEJO
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;10;7;15639;PORTOVIEJO
1 0450366;SH. HEAD AND SHOULDERS 375ML MANZANA FRESH;UNI;1;5,9;15639;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;10;7,44;15639;PORTOVIEJO
1 0080131;DESOD. LADY CLINICAL COMPL. PROT. FRESH 45G.;UNI;1;4,9;15640;PORTOVIEJO
1 0450074;SH. HEAD SHOULDERS 180ML. ALIVIO REFRESCANTE;UNI;1;3,6;15640;PORTOVIEJO
1 3220012;SH. PANTENE 400ML.RISOS DEFINIDOS;UND;1;5,65;15640;PORTOVIEJO
1 0010139;TRATAMIENTO NUTRIBELA KARATINA 27ML;UNI;12;5,4;15641;PORTOVIEJO
1 0080270;MENTICOL ROJO 150 CC.;UND;1;1,86;15641;PORTOVIEJO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;3;3,45;15641;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;12;3,26;15641;PORTOVIEJO
1 0274030;SH. FAMILY 180ML. SABILA;UNI;2;0,8;15641;PORTOVIEJO
1 0274032;SH. FAMILY 180ML. MANZANILLA;UNI;2;0,8;15641;PORTOVIEJO
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;27;162,75;15642;PORTOVIEJO
1 0010155;GEL EGO ATTRACTION 90GR;UNI;12;9,5;15642;PORTOVIEJO
1 0030198;CURITA HANSAPLAST TRANSP. X 100;UND;1;1,9;15642;PORTOVIEJO
1 0050101;QUITA ESMALTE GLAMOUR 30CC;UNI;24;5,76;15642;PORTOVIEJO
1 0080502;CEPILLO COLGATE PREMIER X 1;UND;24;16,22;15642;PORTOVIEJO
1 0120137;AFEITADORA PRESTOBARBA TRIPLE HOJA;UND;32;31,2;15642;PORTOVIEJO
1 0121000;REMOVEDOR DE ESMALTE OBN 32PCS;UNI;3;2,71;15642;PORTOVIEJO
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;15;4,8;15642;PORTOVIEJO
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;12;2,21;15642;PORTOVIEJO
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;4;8,18;15642;PORTOVIEJO
1 0230001;AFEITABIC;UNI;50;14,4;15642;PORTOVIEJO
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;48;6,01;15642;PORTOVIEJO
1 027002501;JABON PROACTIVE 110GR. X 3 HIDRALOE;UNI;1;1,67;15642;PORTOVIEJO
1 0270027;JABON JOLLY 100GR X 3 CLASICO;UNI;1;1,3;15642;PORTOVIEJO
1 0450099;JABON DOVE X 4 90GR. LECHE DE COCO;UNI;1;3,29;15642;PORTOVIEJO
1 0450105;JABON LUX X 3 125GR. EXOFILIACION;UND;4;7,44;15642;PORTOVIEJO
1 0450218;DESOD. REXONA 10GR. SACHET CLINICAL CLEAN;UND;20;4;15642;PORTOVIEJO
1 0450801;DESOD. REXONA 10GR. SACHET CLINICAL CLASIC;UNI;20;4;15642;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;27;20,46;15642;PORTOVIEJO
1 0866243;PROTECTORES DIARIOS INTIMA X 120;UNI;1;3,3;15642;PORTOVIEJO
1 2611000;JERINGA VANJERIN 3CC. 22 X 1.5;UND;25;2,4;15642;PORTOVIEJO
1 2611010;JERINGA VANJERIN 5CCC. 22X1;UND;25;2,6;15642;PORTOVIEJO
1 2613015;ALGODON 5 GR.FARMACOTTON;UND;12;1,44;15642;PORTOVIEJO
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;100;50,05;15642;PORTOVIEJO
1 4040156;PAPEL DE ALUMINIO FOIL 5MX300MM.;UNI;5;3,86;15642;PORTOVIEJO
2 1090120;ANALGAN 1 GR. X 20;UNI;1;4,56;15642;PORTOVIEJO
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;1;2,25;15642;PORTOVIEJO
2 9000517;ALKA SELTZER BOOST TBA X 10;UNI;1;2,39;15642;PORTOVIEJO
2 9000520;FINALIN FORTE X 50;UNI;1;11,39;15642;PORTOVIEJO
2 9000522;MENTOL CHINO 10 GR.;UNI;12;6,29;15642;PORTOVIEJO
2 9000540;UMBRAL 500MG X 10;UNI;5;9;15642;PORTOVIEJO
2 9000549;SAL ANDREWS X 1 SOBRES;UNI;48;7,87;15642;PORTOVIEJO
1 0010150;SH. SAVITAL 550ML. BIOTINA;UNI;1;4,09;15643;PORTOVIEJO
1 0010151;SH. SAVITAL 550ML. KERATINA;UNI;1;4,09;15643;PORTOVIEJO
1 0010152;SH. SAVITAL 550ML. MULTIVITAMINA;UNI;1;4,09;15643;PORTOVIEJO
1 0010155;GEL EGO ATTRACTION 90GR;UNI;6;5,07;15643;PORTOVIEJO
1 0010156;GEL EGO ATTRACTION 190ML.;UNI;3;3,99;15643;PORTOVIEJO
1 0010165;SH. SAVITAL COLAGENO Y SABILA 550ML.;UNI;1;4,09;15643;PORTOVIEJO
1 0050101;QUITA ESMALTE GLAMOUR 30CC;UNI;12;2,88;15643;PORTOVIEJO
1 0080502;CEPILLO COLGATE PREMIER X 1;UND;12;7,88;15643;PORTOVIEJO
1 0150229;SH. PARA MI BEBE 100ML. CAB.OSCURO;UND;3;4,83;15643;PORTOVIEJO
1 0150243;SH. PARA MI BEBE 100ML. AVENA Y MIEL;UNI;3;4,83;15643;PORTOVIEJO
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;6;12,28;15643;PORTOVIEJO
1 0230001;AFEITABIC;UNI;24;7,2;15643;PORTOVIEJO
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;6;3,72;15643;PORTOVIEJO
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;16;2;15643;PORTOVIEJO
1 0251203;SH. SALONIN 300ML. KERATIN ULTRA FORCE;UNI;1;4,25;15643;PORTOVIEJO
1 0279020;TOALLAS HUMEDAS NAPPIS X 50- FISHER PRICE;UNI;4;5,24;15643;PORTOVIEJO
1 0450437;DESOD. REXONA ROLLON 50ML. X2 V8;UNI;4;14,32;15643;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;15;11,16;15643;PORTOVIEJO
1 0866240;PROTECTORES DIARIOS INTIMA X 15;UND;12;8,93;15643;PORTOVIEJO
1 2613015;ALGODON 5 GR.FARMACOTTON;UND;12;1,44;15643;PORTOVIEJO
1 3850001;GEL ROLDA 120GR.MORADO;UND;6;5,73;15643;PORTOVIEJO
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;1;4,39;15643;PORTOVIEJO
1 0200409;QUITA ESMALTE MARIA JOSE 50ML. NARANJA;UNI;3;1,8;15644;PORTOVIEJO
1 0200410;QUITA ESMALTE MARIA JOSE 50ML. LIMON;UNI;3;1,8;15644;PORTOVIEJO
1 0320001;POLVO DR.ANDERSON 120GR.;UND;3;7,47;15644;PORTOVIEJO
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;1;6,25;15645;PORTOVIEJO
1 0080108;JABON PROTEX TRIPACK FRESH 110GR;UNI;3;7,14;15645;PORTOVIEJO
1 0274041;SH. FAMILY 1000CC. SABILA;UND;1;2,75;15645;PORTOVIEJO
1 0274043;SH. FAMILY 1000CC. HENA Y AZABACHE (NEGRO);UND;1;2,75;15645;PORTOVIEJO
1 0274052;SH. FAMILY 1000CC. AGUACATE;UND;1;2,75;15645;PORTOVIEJO
1 0080270;MENTICOL ROJO 150 CC.;UND;2;3,72;15646;PORTOVIEJO
1 0080280;MENTICOL VERDE 150 C.;UND;2;3,72;15646;PORTOVIEJO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;3;3,45;15646;PORTOVIEJO
1 0230044;DESOD. SUTTON AC SOFT HOMBRE 75GR. ROLLON;UNI;3;3,45;15646;PORTOVIEJO
1 0272081;KOLESTON KIT X 2 81 RUBIO CENIZO CLARO;UND;1;10,9;15646;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;15;11,16;15646;PORTOVIEJO
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;15;4,8;15647;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;12;3,26;15647;PORTOVIEJO
1 0272040;KOLESTON KIT X 2 40 CASTANO MEDIANO;UND;1;10,9;15647;PORTOVIEJO
2 9000501;FEMEN FORTE X 10;UNI;1;4,44;15647;PORTOVIEJO
2 9000517;ALKA SELTZER BOOST TBA X 10;UNI;2;4,78;15647;PORTOVIEJO
2 9000541;BENZOPAREGORICA X20;UNI;1;3,47;15647;PORTOVIEJO
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;3;1,86;15648;PORTOVIEJO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;6;6,9;15648;PORTOVIEJO
2 9000527;ALCOHOL CHERY 1000ML;UNI;10;32,29;15648;PORTOVIEJO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;6;6,9;15649;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;12;3,26;15649;PORTOVIEJO
1 0230922;PEGAMENTO SUPER GOMA 3G.;UNI;16;1,49;15649;PORTOVIEJO
1 0041006;PILA SONY CARBON X 1 AAA;UND;12;2,4;15650;PORTOVIEJO
1 0200406;QUITA ESMALTE MARIA JOSE 90ML. LIMON;UNI;1;0,96;15650;PORTOVIEJO
1 0200407;QUITA ESMALTE MARIA JOSE 90ML. UVA;UNI;1;0,96;15650;PORTOVIEJO
1 0200408;QUITA ESMALTE MARIA JOSE 90ML. CHICLE;UNI;1;0,96;15650;PORTOVIEJO
1 0200409;QUITA ESMALTE MARIA JOSE 50ML. NARANJA;UNI;2;1,2;15650;PORTOVIEJO
1 0200410;QUITA ESMALTE MARIA JOSE 50ML. LIMON;UNI;1;0,6;15650;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;12;3,26;15650;PORTOVIEJO
1 0010100;SH. EGO FOR MEN BLACK DE 230ML.;UND;3;9,85;15651;PORTOVIEJO
1 0010155;GEL EGO ATTRACTION 90GR;UNI;26;20,83;15651;PORTOVIEJO
1 0010156;GEL EGO ATTRACTION 190ML.;UNI;26;32,76;15651;PORTOVIEJO
1 0030198;CURITA HANSAPLAST TRANSP. X 100;UND;1;1,9;15651;PORTOVIEJO
1 0041004;PILA SONY ALKALINAS AA/2;UND;10;13,5;15651;PORTOVIEJO
1 0041005;PILA SONY ALKALINA AAA X 2;UND;4;5,4;15651;PORTOVIEJO
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;20;12;15651;PORTOVIEJO
1 0120137;AFEITADORA PRESTOBARBA TRIPLE HOJA;UND;64;62,4;15651;PORTOVIEJO
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;3;3,72;15651;PORTOVIEJO
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;26;10,32;15651;PORTOVIEJO
1 0182004;CEPILLO DENTAL MORGEM DUAL ACTION;UNI;12;1,79;15651;PORTOVIEJO
1 0182005;CEPILLO DENTAL MORGEM COLOR CRISTAL ESTUCHE;UNI;12;6,72;15651;PORTOVIEJO
1 0230001;AFEITABIC;UNI;100;30;15651;PORTOVIEJO
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;13;8,06;15651;PORTOVIEJO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;12;14,95;15651;PORTOVIEJO
1 0230015;DESOD. SUTTON ROSADO 30 GR. ROLLON;UND;3;1,86;15651;PORTOVIEJO
1 0230044;DESOD. SUTTON AC SOFT HOMBRE 75GR. ROLLON;UNI;7;8,05;15651;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;36;10,2;15651;PORTOVIEJO
1 0274032;SH. FAMILY 180ML. MANZANILLA;UNI;16;5,6;15651;PORTOVIEJO
1 0274035;SH. FAMILY 180ML. CONTROL TOTAL;UNI;2;0,8;15651;PORTOVIEJO
1 0274041;SH. FAMILY 1000CC. SABILA;UND;2;5,5;15651;PORTOVIEJO
1 0274043;SH. FAMILY 1000CC. HENA Y AZABACHE (NEGRO);UND;1;2,75;15651;PORTOVIEJO
1 0274044;SH. FAMILY 1000CC. MANZANILLA;UND;7;19,25;15651;PORTOVIEJO
1 0274050;SH. FAMILY 1000CC. CONTROL TOTAL;UND;2;5,5;15651;PORTOVIEJO
1 0450218;DESOD. REXONA 10GR. SACHET CLINICAL CLEAN;UND;20;4;15651;PORTOVIEJO
1 0450220;DESOD. REXONA ROLLON COTTON 50ML.;UND;3;5,37;15651;PORTOVIEJO
1 0450437;DESOD. REXONA ROLLON 50ML. X2 V8;UNI;2;7,16;15651;PORTOVIEJO
1 0450457;CREMA DE PEINAR SEDAL 300ML. RIZOS OBEDIENTES;UNI;3;10,4;15651;PORTOVIEJO
1 0450801;DESOD. REXONA 10GR. SACHET CLINICAL CLASIC;UNI;20;4;15651;PORTOVIEJO
1 2501050;INVISIBLE BOBBY PINS X 100;UND;1;0,75;15651;PORTOVIEJO
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;40;20,02;15651;PORTOVIEJO
1 3850001;GEL ROLDA 120GR.MORADO;UND;6;6,07;15651;PORTOVIEJO
1 3850003;GEL ROLDA 120GR.ROJO;UND;6;6,07;15651;PORTOVIEJO
1 3850065;GEL ROLDA SACHET 15GR. SURTIDOS;UNI;72;9,12;15651;PORTOVIEJO
1 0080270;MENTICOL ROJO 150 CC.;UND;3;5,7;15652;PORTOVIEJO
1 0080502;CEPILLO COLGATE PREMIER X 1;UND;12;8,11;15652;PORTOVIEJO
1 0230008;DESOD. SUTTON CLASICO 30GR. ROLLON;UND;4;2,48;15652;PORTOVIEJO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;4;4,6;15652;PORTOVIEJO
1 0274044;SH. FAMILY 1000CC. MANZANILLA;UND;3;8,25;15652;PORTOVIEJO
1 0274050;SH. FAMILY 1000CC. CONTROL TOTAL;UND;3;8,25;15652;PORTOVIEJO
1 0320001;POLVO DR.ANDERSON 120GR.;UND;3;7,47;15652;PORTOVIEJO
1 0450801;DESOD. REXONA 10GR. SACHET CLINICAL CLASIC;UNI;20;4;15652;PORTOVIEJO
1 0610001;ESPARADRAPO HERENCO X 50 TIRAS;UNI;1;2,08;15652;PORTOVIEJO
1 2610051;GASA QUIRURGICA HERENCO 7.5X7.5CM.;UND;100;9;15652;PORTOVIEJO
1 2610500;ENVASES DE ORINA ESTERIL 150;UND;12;1,92;15652;PORTOVIEJO
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;6;2,82;15652;PORTOVIEJO
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;40;20,02;15652;PORTOVIEJO
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;1;2,25;15652;PORTOVIEJO
2 3131383;AZITROMICINA 500MG. X3 TAB PORTUGAL;UNI;2;4,12;15652;PORTOVIEJO
2 9000501;FEMEN FORTE X 10;UNI;2;5,14;15652;PORTOVIEJO
2 9000508;CATAFLAN 50MG. X 20;UNI;1;5,13;15652;PORTOVIEJO
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;1;4,39;15652;PORTOVIEJO
2 9000515;TALCO FUNGIREX CHICO 45G.;UNI;3;4,89;15652;PORTOVIEJO
2 9000518;LECHE MAGNESIA PHILLIP.  60 ML;UNI;4;4,92;15652;PORTOVIEJO
2 9000520;FINALIN FORTE X 50;UNI;1;11,39;15652;PORTOVIEJO
1 0010168;ACOND. SAVITAL MULTIVITAMINAS 530ML.;UNI;1;4,09;15653;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;12;3,26;15653;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;10;7,44;15653;PORTOVIEJO
1 9000031;SH. SAIRO 2 EN 1 ARGAN 750ML.;UNI;1;2,58;15653;PORTOVIEJO
1 0080280;MENTICOL VERDE 150 C.;UND;1;2;15654;PORTOVIEJO
1 0270090;TALCO AZURRA 200 GR.;UND;1;3,45;15654;PORTOVIEJO
1 0450237;DESOD. REXONA ROLLON V8  50ML.;UND;2;3,58;15654;PORTOVIEJO
1 0860100;JABON FAMILY X 3 TRIPACK;UND;1;1;15654;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;12;9,3;15654;PORTOVIEJO
1 0080001;DESOD. SPEED STICK ROLLON 50GR. EXTREME;UND;1;2,2;15656;PORTOVIEJO
1 0080502;CEPILLO COLGATE PREMIER X 1;UND;12;8,11;15656;PORTOVIEJO
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;15;4,8;15656;PORTOVIEJO
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;12;2,21;15656;PORTOVIEJO
1 0230001;AFEITABIC;UNI;48;14,4;15656;PORTOVIEJO
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;16;2;15656;PORTOVIEJO
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;30;15,45;15656;PORTOVIEJO
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;4;4,6;15657;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;12;3,26;15658;PORTOVIEJO
1 0000003;LECHE CREMA NO LACTEA FANS 1 KG.;UND;35;212,75;15659;PORTOVIEJO
1 0010155;GEL EGO ATTRACTION 90GR;UNI;13;10,3;15659;PORTOVIEJO
1 0010156;GEL EGO ATTRACTION 190ML.;UNI;13;16,38;15659;PORTOVIEJO
1 0030198;CURITA HANSAPLAST TRANSP. X 100;UND;1;1,9;15659;PORTOVIEJO
1 0050101;QUITA ESMALTE GLAMOUR 30CC;UNI;23;5,85;15659;PORTOVIEJO
1 0080270;MENTICOL ROJO 150 CC.;UND;11;20,9;15659;PORTOVIEJO
1 0080280;MENTICOL VERDE 150 C.;UND;7;13,3;15659;PORTOVIEJO
1 0110223;ACEITE ONLY 120CC.;UND;4;3,4;15659;PORTOVIEJO
1 0120120;HOJA DE AFEITAR GUILLETE 1X5;UND;40;24;15659;PORTOVIEJO
1 0160050;ACEITE JOHNSON BABY  50 ML.;UND;31;38,44;15659;PORTOVIEJO
1 0160051;ACEITE JOHNSON BABY 100 ML.;UND;6;12;15659;PORTOVIEJO
1 0160130;BIBERON CARLITOS 5ONZ. S/AGARRADERA;UND;6;6,36;15659;PORTOVIEJO
1 0160133;TETINES CARLITOS SILICON (CAJA);UND;6;1,8;15659;PORTOVIEJO
1 0160135;BIBERON CARLITOS 9ONZ. C/AGARRADERA;UND;6;7,8;15659;PORTOVIEJO
1 0160141;COTONETES MADERA CLEAN UP 3 x100;UNI;45;14,4;15659;PORTOVIEJO
1 0182003;CEPILLO DENTAL DR. COSMETICS;UNI;48;8,84;15659;PORTOVIEJO
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;7;14,32;15659;PORTOVIEJO
1 0230001;AFEITABIC;UNI;26;7,2;15659;PORTOVIEJO
1 0230043;DESOD. SUTTON AC SOFT HOMBRE 30GR. ROLLON;UNI;8;4,96;15659;PORTOVIEJO
1 0230071;NAIPE TUN HUANG;UNI;12;3,26;15659;PORTOVIEJO
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;208;26,05;15659;PORTOVIEJO
1 0251200;SH. SALONIN 300ML. BLACK COLOR INTENSIFIER;UNI;1;8,02;15659;PORTOVIEJO
1 0320001;POLVO DR.ANDERSON 120GR.;UND;9;22,41;15659;PORTOVIEJO
1 0404004;CORTA UNA ZINGER GRANDE;UNI;12;10,8;15659;PORTOVIEJO
1 0450074;SH. HEAD SHOULDERS 180ML. ALIVIO REFRESCANTE;UNI;13;42,24;15659;PORTOVIEJO
1 0450144;SH. SEDAL DE 190ML. CASPA;UNI;12;27,59;15659;PORTOVIEJO
1 0450224;DESOD. REXONA ROLLON BAMBOO 50ML.;UND;9;16,11;15659;PORTOVIEJO
1 0450234;DESOD. REXONA ROLLON 50ML. X2 BAMBU;UND;2;7,16;15659;PORTOVIEJO
1 0450235;DESOD. REXONA ROLLON TROP ENERG 50ML.;UND;4;7,16;15659;PORTOVIEJO
1 0450437;DESOD. REXONA ROLLON 50ML. X2 V8;UNI;2;7,16;15659;PORTOVIEJO
1 0860012;PANALIN PLUS MEDIANO X 24;UNI;1;2,44;15659;PORTOVIEJO
1 0860027;PANALIN PLUS GRANDE X 24;UNI;1;2,9;15659;PORTOVIEJO
1 0861000;TINTE COLOR TONE 20 NEGRO KIT;UND;1;2,63;15659;PORTOVIEJO
1 0866220;TOALLA INTIMA ALAS X 10;UNI;22;16,74;15659;PORTOVIEJO
1 0866240;PROTECTORES DIARIOS INTIMA X 15;UND;6;4,86;15659;PORTOVIEJO
1 0866240;PROTECTORES DIARIOS INTIMA X 15;UND;13;9,72;15659;PORTOVIEJO
1 2611000;JERINGA VANJERIN 3CC. 22 X 1.5;UND;15;1,44;15659;PORTOVIEJO
1 2611010;JERINGA VANJERIN 5CCC. 22X1;UND;15;1,56;15659;PORTOVIEJO
1 2613000;ALGODON 8 GR. FARMACOTTON;UNI;30;5,7;15659;PORTOVIEJO
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;18;7,33;15659;PORTOVIEJO
1 3320125;ACEITE JOHN JOHN BABY 50GR;UND;12;4,86;15659;PORTOVIEJO
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;20;10,01;15659;PORTOVIEJO
1 3890055;LAVA BIBERONES N24682;UND;3;4,32;15659;PORTOVIEJO
2 3131160;PARACETAMOL 500MG. PORTUGAL X 100 TAB.;UNI;2;4,5;15659;PORTOVIEJO
2 9000481;ALCOHOL JANDL 100ML;UNI;24;9,6;15659;PORTOVIEJO
2 9000498;APRONAX 275MG. LIQUID GELS X 20;UNI;1;6;15659;PORTOVIEJO
2 9000501;FEMEN FORTE X 10;UNI;5;12,85;15659;PORTOVIEJO
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;2;8,78;15659;PORTOVIEJO
2 9000522;MENTOL CHINO 10 GR.;UNI;24;12,58;15659;PORTOVIEJO
2 9000558;KUFER Q FORTE CAP. X 30;UNI;1;8,7;15659;PORTOVIEJO
1 0011030;ACEITE ROJO PARA MUEBLE MOEBEL 240ML.;FCO;13;24,96;15660;CHONE
1 0050101;QUITA ESMALTE GLAMOUR 30CC;UNI;36;8,64;15660;CHONE
1 0080041;DESOD. NODOR SPORT AZUL 10 GR.;UND;12;6;15660;CHONE
1 0080503;CEPILLO COLGATE NINOS 2 ANOS;UNI;12;7,2;15660;CHONE
1 0160133;TETINES CARLITOS SILICON (CAJA);UND;28;8,4;15660;CHONE
1 0160140;COTONETES MADERA CARLITOS 3 x100;UND;26;10,32;15660;CHONE
1 0170176;ALCOHOL JANDL 250ML SPRAY;UNI;15;25,8;15660;CHONE
1 0200403;QUITA ESMALTE MARIA JOSE 300ML. UVA;UNI;12;31,13;15660;CHONE
1 0222056;COLONIA PERSONI 100ML CON ATOMIZADOR;UNI;3;6,14;15660;CHONE
1 0230001;AFEITABIC;UNI;26;7,8;15660;CHONE
1 0230009;DESOD. SUTTON CLASICO 75GR. ROLLON;UND;12;13,11;15660;CHONE
1 0230040;INVISIBLES MUSHEE X 130;UND;7;6,3;15660;CHONE
1 0230043;DESOD. SUTTON AC SOFT HOMBRE 30GR. ROLLON;UNI;24;14,14;15660;CHONE
1 0230071;NAIPE TUN HUANG;UNI;24;7,99;15660;CHONE
1 0230924;PEGAMENTO SUPER DURA  X 1;UND;112;14,03;15660;CHONE
1 0231160;FUNDA REGALO PLASTICA MEDIANA 29X32;UND;12;4,2;15660;CHONE
1 0231161;FUNDA REGALO PLASTCA GRANDE 32X43;UND;12;5,4;15660;CHONE
1 0251210;TRAT. SALONIN 250ML. BLACK COLOR INTENSIFIER;UNI;1;8,5;15660;CHONE
1 0270760;FIJADOR SPRAYFLEX  75 CC.EXTRA FUERTE;UND;6;11,91;15660;CHONE
1 0274030;SH. FAMILY 180ML. SABILA;UNI;4;1,6;15660;CHONE
1 0274032;SH. FAMILY 180ML. MANZANILLA;UNI;4;1,6;15660;CHONE
1 0404004;CORTA UNA ZINGER GRANDE;UNI;12;10,8;15660;CHONE
1 2470330;CREMA FOREVER 500G. REPARACION INTENSA;UNI;2;7,2;15660;CHONE
1 2470331;CREMA FOREVER 500G. NUTRITIVA;UNI;2;7,2;15660;CHONE
1 2610020;ESPARADRAPO HERENCO 2.5;UND;12;5,04;15660;CHONE
1 2610051;GASA QUIRURGICA HERENCO 7.5X7.5CM.;UND;50;4,5;15660;CHONE
1 2613010;ALGODON 30GR. FARMACOTTON;UND;20;13;15660;CHONE
1 3320100;VASELINA 60GR. FRUTAL MILY;UNI;12;4,51;15660;CHONE
1 3621201;FIJADOR R.CHARDON 75ML.FUERTE FINAL TOUCH;UND;3;6,78;15660;CHONE
1 3621230;HOJA DE AFEITAR ASTRA X 5;UND;20;10,01;15660;CHONE
2 1090120;ANALGAN 1 GR. X 20;UNI;1;4,56;15660;CHONE
2 3130646;IBUPROFENO 400MG. TAB. X 10 NATURGEN;UNI;10;5;15660;CHONE
2 9000481;ALCOHOL JANDL 100ML;UNI;12;4,8;15660;CHONE
2 9000490;NEOGRIPAL F X 10;UNI;1;3,62;15660;CHONE
2 9000498;APRONAX 275MG. LIQUID GELS X 20;UNI;1;6;15660;CHONE
2 9000508;CATAFLAN 50MG. X 20;UNI;1;5,13;15660;CHONE
2 9000510;AMPLIURINA FORTE X 10 CAP.;UNI;3;6,18;15660;CHONE
2 9000513;ASPIRINA ADVANCED SOBRE X 10;UNI;2;8,78;15660;CHONE
